charge_pump_ua,loop_bw_khz,phase_margin_deg,vco_gain_mhz_v,ref_freq_mhz,lock_time_us
490.0,455.9,75.7,333.1,17.5,95.0
229.5,468.0,72.8,441.8,71.9,5.0
181.9,65.7,69.0,266.4,65.6,19.87
463.5,64.6,61.5,487.3,60.0,85.08
384.7,333.7,52.7,308.3,43.3,38.21
51.8,126.4,34.2,789.2,75.5,30.2
96.3,307.0,79.6,612.6,83.3,26.64
396.1,459.1,77.1,335.7,48.3,60.71
109.3,371.5,34.9,440.6,43.0,26.41
436.5,392.5,78.9,265.6,70.0,78.87
458.7,455.3,68.4,589.0,98.4,77.6
276.7,468.6,58.6,750.6,17.3,13.78
298.7,400.1,67.2,798.9,29.4,15.83
355.6,378.6,75.5,604.7,80.9,33.55
180.6,25.1,38.2,184.5,41.2,44.66
448.2,465.3,35.5,496.5,66.9,67.64
59.7,326.7,32.7,273.7,34.5,39.91
275.4,265.4,49.0,473.3,26.1,14.2
343.1,123.9,60.3,632.7,35.4,23.01
481.9,200.8,35.4,767.4,30.1,92.8
354.9,204.7,65.9,554.8,60.8,38.71
373.1,366.1,75.7,338.7,81.4,26.77
222.6,63.0,78.2,404.5,15.2,26.37
391.3,209.0,62.3,174.8,57.4,45.61
103.6,399.2,50.0,284.0,13.7,6.94
82.1,319.6,36.8,478.5,23.6,28.05
443.2,124.6,71.0,448.8,18.2,92.63
473.5,29.8,38.4,326.4,36.5,114.3
66.8,150.0,38.7,795.3,47.9,23.81
292.3,360.0,69.3,310.9,58.2,26.99
134.4,324.5,31.8,633.1,71.3,13.29
165.6,252.2,71.4,468.8,79.4,11.94
225.2,496.7,30.7,264.5,44.0,18.48
455.4,411.4,79.7,335.2,82.7,76.25
406.9,296.8,63.2,473.4,54.5,51.68
314.1,380.9,33.9,364.3,71.4,26.46
277.7,354.9,47.3,606.6,47.4,15.84
316.5,55.3,51.5,488.2,54.8,38.09
306.4,107.8,35.9,593.4,13.7,36.14
435.3,44.4,52.2,781.6,69.7,77.67
224.9,417.6,36.6,479.9,93.7,13.98
321.8,16.6,54.2,773.9,36.6,83.79
246.1,36.5,31.3,474.4,26.8,36.35
328.2,375.0,31.1,274.4,56.9,31.34
381.3,450.4,73.6,445.1,33.7,42.37
213.5,369.0,67.4,106.5,89.7,20.1
158.0,187.1,55.7,741.5,27.8,5.48
279.6,398.9,66.4,169.9,35.0,11.32
236.7,344.5,60.4,380.9,14.4,15.28
281.8,325.8,38.0,102.9,85.2,28.23
84.8,398.9,38.7,425.5,36.5,31.67
487.3,103.6,48.8,459.9,21.5,90.63
51.7,29.3,49.6,150.3,96.8,59.36
195.7,103.9,32.2,567.9,24.2,26.75
66.7,70.3,74.6,244.8,46.6,51.73
480.2,220.6,61.5,290.4,79.2,91.73
232.2,332.8,34.6,383.2,77.1,14.75
347.6,463.6,69.2,311.8,20.1,23.88
486.8,250.8,40.0,252.0,40.3,105.65
474.9,419.6,33.1,246.1,92.6,99.59
238.3,298.8,45.6,134.0,55.9,14.56
97.7,334.9,42.5,174.2,66.6,16.81
164.2,137.1,55.9,369.1,40.9,12.71
111.8,291.7,56.2,758.7,22.2,5.48
405.1,214.9,47.8,371.1,52.7,48.05
384.6,339.4,79.8,675.5,99.5,46.39
357.9,180.8,38.7,281.1,53.0,35.74
246.6,397.2,62.3,351.6,49.9,5.0
447.2,145.0,64.0,548.6,60.0,65.71
328.3,344.1,65.4,152.7,81.7,30.08
494.8,146.2,76.0,521.2,91.4,104.79
209.4,331.2,56.6,471.6,53.3,5.0
110.4,262.3,42.3,683.2,69.8,22.97
268.1,91.2,79.6,493.0,98.5,26.45
303.2,189.3,65.1,238.4,28.5,19.02
309.5,344.1,59.9,590.9,79.2,13.77
248.1,410.0,74.3,794.6,84.2,13.93
94.7,70.8,46.6,316.6,35.2,31.13
490.8,23.8,72.2,353.3,65.3,134.68
427.4,494.2,52.0,467.1,90.1,60.14
53.1,337.0,55.3,640.1,97.1,22.26
247.0,402.9,36.8,640.2,21.5,14.96
86.0,117.7,57.4,372.2,48.7,20.08
53.3,117.2,57.9,108.3,25.7,30.29
326.4,423.5,58.0,717.5,32.7,18.92
317.3,68.0,36.1,486.5,32.9,39.53
59.3,470.5,57.2,703.2,49.7,18.96
484.7,397.7,70.1,292.3,38.1,95.09
168.4,37.2,53.4,772.5,53.6,26.78
389.4,169.2,51.6,482.5,94.8,50.69
385.0,403.2,47.1,185.8,37.5,40.68
372.1,136.0,62.4,674.7,65.8,48.48
229.6,473.6,75.3,783.9,69.3,15.24
270.3,86.6,45.8,536.6,69.3,22.73
223.6,174.2,37.8,212.9,68.9,9.95
408.4,499.7,63.2,212.2,38.3,43.15
338.4,40.6,72.1,322.8,15.9,63.38
286.5,442.4,53.9,646.3,83.3,5.0
137.9,69.7,49.0,253.7,95.5,28.04
339.4,319.5,59.9,519.3,95.2,24.32
226.3,140.5,68.8,593.6,63.8,19.27
290.1,441.0,37.4,331.1,91.2,8.6
236.1,146.3,74.4,139.1,95.6,25.88
218.5,213.5,64.0,554.2,12.1,13.9
340.8,95.8,66.4,585.2,32.9,35.25
395.5,398.6,68.1,254.8,39.0,38.93
378.5,496.3,75.0,185.4,88.8,47.56
430.9,451.7,70.3,566.7,99.6,61.71
476.4,215.5,77.9,246.4,28.1,81.44
436.4,396.5,46.5,773.9,90.6,56.25
210.2,329.1,52.7,646.3,90.8,16.2
129.2,183.3,75.9,534.7,53.5,23.75
418.6,461.6,69.4,467.2,85.1,54.65
354.6,55.6,70.4,345.3,15.8,57.76
366.9,55.5,34.1,506.9,76.1,46.31
496.5,414.5,73.5,239.3,89.2,101.66
486.9,456.6,36.2,558.0,84.9,87.31
66.8,68.5,42.8,296.1,94.0,35.77
121.5,468.1,33.9,597.8,21.8,18.84
51.2,334.9,56.6,305.9,67.7,28.28
179.4,182.5,45.7,581.1,35.2,5.09
416.2,44.7,48.9,749.0,85.3,74.89
110.5,154.6,73.7,168.2,88.5,25.8
280.3,136.8,35.7,252.0,47.5,25.65
238.1,414.9,44.1,453.1,50.1,5.0
468.6,463.1,52.5,129.2,15.9,70.31
253.4,414.5,66.7,403.9,98.5,17.1
239.1,342.5,79.2,494.4,54.1,13.67
401.6,142.3,63.1,424.5,99.5,45.83
150.8,229.8,34.3,391.7,51.9,9.39
196.9,60.6,62.3,403.9,28.6,16.65
358.8,424.7,65.9,543.9,43.2,34.2
140.8,393.1,39.6,534.9,69.5,18.48
211.7,412.6,47.2,777.9,61.2,5.0
333.5,261.5,36.2,400.8,82.3,32.71
128.3,446.0,34.5,692.4,48.4,16.43
369.6,138.5,36.4,381.4,61.3,50.09
447.3,160.8,33.9,285.6,30.3,75.37
409.9,139.1,73.5,387.0,79.8,67.3
136.5,215.5,48.1,462.4,92.1,9.4
136.7,485.8,74.0,556.7,50.1,5.0
162.9,235.0,73.8,332.9,41.8,18.67
364.9,495.2,50.5,180.4,96.7,28.29
467.9,327.0,41.1,601.4,51.0,80.73
475.1,192.9,66.7,616.1,20.5,87.32
424.0,221.3,46.0,496.3,40.5,58.63
435.0,467.9,73.9,507.5,99.8,68.51
345.3,218.1,54.7,467.3,65.6,24.48
314.6,90.1,54.1,382.2,71.1,16.64
360.1,369.2,39.5,688.6,54.1,34.77
122.2,136.4,44.7,710.3,85.3,12.68
173.7,482.8,77.0,747.7,87.3,11.45
439.4,119.6,69.6,755.3,60.7,71.02
55.2,109.0,60.4,315.1,30.5,37.15
118.0,301.2,75.6,696.5,10.9,14.33
319.5,390.8,49.6,181.3,42.0,17.71
127.7,478.7,49.1,455.3,70.5,17.78
373.5,26.3,56.2,445.7,29.5,71.34
137.2,254.9,53.8,584.1,35.1,15.02
316.6,315.9,54.8,535.0,49.1,16.49
403.2,187.7,54.5,262.2,19.6,46.25
302.2,397.2,64.7,422.7,42.6,18.09
239.4,286.3,54.2,298.7,18.9,5.0
430.3,480.0,32.8,196.2,35.7,59.56
52.7,485.5,35.2,715.3,19.1,34.7
476.5,80.8,30.3,759.9,59.6,101.59
176.6,414.0,66.9,390.7,65.1,12.47
464.0,36.9,63.2,101.4,61.4,94.23
68.8,431.3,65.1,326.5,13.0,27.21
397.5,323.5,48.7,255.4,66.8,42.98
140.7,288.0,46.3,214.8,33.7,8.97
268.3,224.0,62.6,739.0,77.3,9.05
380.2,353.7,53.6,361.6,91.9,36.9
160.3,470.3,37.4,509.1,19.2,10.9
462.1,426.8,73.2,718.5,94.6,80.6
372.0,425.6,65.0,449.0,32.5,37.17
348.5,258.8,36.8,551.2,50.5,30.68
468.5,85.3,73.5,720.3,14.5,85.22
413.2,465.5,50.9,411.9,80.2,49.05
483.5,448.0,34.7,207.2,83.5,89.47
304.3,499.5,73.2,617.4,41.8,21.48
132.1,243.6,55.1,434.7,43.6,13.75
85.0,285.7,75.8,374.1,14.0,28.54
184.0,129.9,38.1,367.5,32.7,21.93
326.3,115.5,62.3,591.2,94.4,30.58
468.5,81.3,34.0,437.8,70.9,95.51
132.7,121.7,56.5,341.1,87.4,15.36
185.3,319.8,64.4,247.6,98.7,12.49
83.9,462.4,70.9,691.6,43.4,18.99
65.4,68.3,76.4,708.5,94.6,38.19
108.1,170.5,68.0,787.2,82.2,21.9
203.6,86.1,57.3,541.2,94.2,19.06
208.0,312.8,73.3,433.1,92.1,11.29
305.0,266.1,76.8,167.5,33.6,27.53
300.8,44.5,61.5,467.9,33.6,44.25
116.9,260.0,63.9,238.7,31.9,13.79
466.4,145.8,32.9,302.9,11.0,94.18
304.6,270.7,31.4,480.7,49.8,23.22
303.0,365.7,45.1,345.4,49.4,15.28
485.7,455.8,67.8,364.0,41.9,83.77
131.7,20.7,62.8,553.2,95.5,58.25
419.4,120.5,36.8,708.9,31.4,62.1
121.8,395.0,41.9,414.3,50.9,13.87
332.8,289.2,31.1,174.1,67.0,28.38
421.3,270.3,73.3,279.8,72.2,71.27
276.5,358.7,47.4,327.6,49.1,8.05
62.8,213.3,40.7,172.0,40.9,28.12
52.1,211.7,72.2,341.8,45.6,30.67
292.4,60.4,60.6,352.9,96.2,31.07
427.3,334.6,77.4,267.8,48.7,63.51
377.8,310.3,73.6,219.9,68.1,44.16
335.3,318.8,66.1,734.0,69.2,26.97
382.2,223.0,47.6,351.7,86.3,34.14
198.3,14.1,37.4,560.3,13.9,71.76
468.7,298.8,63.6,456.0,21.8,79.12
199.9,424.2,65.4,257.2,52.5,13.19
325.7,315.8,70.5,799.1,39.7,30.9
135.8,464.1,56.5,234.6,41.7,5.47
267.5,221.5,49.4,132.7,42.4,12.58
137.5,419.4,61.0,716.3,89.1,6.45
240.3,447.6,39.4,450.6,21.6,9.64
86.1,480.3,38.4,656.9,49.2,21.43
115.0,436.4,33.9,481.1,50.3,17.09
330.4,268.9,54.9,111.6,77.1,11.19
373.8,391.4,80.0,152.0,13.7,48.03
405.4,27.0,67.1,382.0,86.2,82.78
307.1,120.7,50.7,338.3,45.8,21.87
259.3,129.3,50.1,503.0,63.7,13.16
93.6,168.5,64.9,550.2,22.6,28.03
372.7,317.4,65.5,661.1,90.4,35.98
174.4,409.1,56.0,282.8,46.2,5.0
464.0,432.9,76.2,769.6,94.9,87.28
412.5,84.6,67.6,610.2,54.1,56.87
377.3,121.4,56.3,416.4,70.2,32.94
395.0,257.2,65.2,594.1,20.1,47.95
270.2,350.0,42.7,147.8,46.1,14.17
435.9,143.5,63.6,435.0,81.6,72.13
364.7,129.3,48.5,196.3,64.8,37.62
247.0,430.8,35.8,691.8,27.9,16.44
402.5,292.7,75.1,484.6,50.1,52.52
157.6,180.6,31.7,290.3,13.1,14.09
408.9,47.1,71.6,164.2,80.2,70.74
461.0,339.5,64.4,500.7,35.0,68.5
90.5,71.0,42.4,652.3,37.4,34.43
149.6,266.5,58.8,269.6,89.2,5.98
304.6,455.1,61.6,663.1,43.5,25.21
165.8,447.3,75.8,348.5,76.1,13.69
435.3,169.4,68.6,341.6,63.3,61.25
362.6,465.2,59.6,757.7,26.8,31.12
429.7,418.1,74.6,192.1,25.5,60.38
164.8,344.8,37.8,735.3,65.8,13.35
192.5,147.1,31.4,374.6,29.3,16.03
123.1,335.9,71.1,161.8,72.5,11.91
356.7,431.1,73.5,199.9,57.6,28.86
68.3,436.7,46.9,502.8,59.8,22.22
89.5,325.8,76.8,309.3,33.1,25.76
423.3,125.0,33.6,392.8,44.4,71.48
72.4,84.2,64.0,438.0,51.8,25.54
62.5,161.6,62.0,438.2,25.9,26.41
366.2,465.5,40.5,315.0,61.8,33.88
268.0,96.5,35.4,199.0,77.6,27.89
107.5,207.9,38.3,332.5,96.9,20.16
206.8,248.5,35.1,160.1,82.5,8.48
251.4,493.1,46.0,412.8,42.2,9.15
248.8,123.0,49.1,148.8,91.7,7.71
187.9,237.1,40.4,142.2,76.0,13.72
316.7,406.9,52.3,722.3,77.1,26.71
449.2,428.6,53.6,727.0,16.3,53.72
328.7,347.1,41.8,646.3,98.7,21.17
93.2,235.0,65.0,115.2,86.5,17.51
132.4,318.8,39.1,756.1,85.2,16.93
383.1,137.7,51.2,705.2,33.7,37.78
280.2,373.2,71.6,613.4,78.0,13.89
345.8,46.3,55.3,251.4,39.2,47.19
203.8,348.2,64.8,346.9,79.0,5.0
440.2,243.0,79.3,455.5,31.5,77.84
330.8,482.1,51.1,486.4,77.3,28.57
351.3,170.4,68.5,574.5,12.0,46.68
101.2,247.9,37.9,777.8,15.2,27.18
273.4,18.3,57.9,526.5,41.5,53.22
257.9,120.8,63.2,593.8,47.4,11.28
392.6,289.4,34.0,234.6,24.1,45.91
110.8,447.6,71.9,214.7,52.5,23.53
485.1,95.1,78.2,131.4,96.5,97.91
177.5,71.9,44.3,770.5,50.9,24.64
84.9,303.4,59.3,398.8,33.2,16.05
55.4,347.0,38.6,791.3,90.0,35.4
281.2,381.6,36.5,291.0,18.6,17.83
423.0,175.8,66.9,231.3,89.7,49.91
167.3,56.5,46.9,474.2,25.8,22.89
154.1,416.2,78.9,409.8,75.1,22.07
437.9,151.9,59.2,484.7,31.4,66.68
64.8,394.2,76.7,615.7,57.2,31.17
96.1,460.6,61.9,176.7,81.3,12.1
170.4,373.8,39.0,217.5,86.3,10.72
162.1,177.4,77.1,363.4,14.5,18.88
102.1,185.0,34.6,139.1,12.6,20.44
156.9,328.6,37.2,769.4,90.8,24.79
314.8,354.4,33.6,674.2,11.7,26.77
499.5,405.2,61.8,678.6,80.6,86.85
198.9,425.5,77.2,538.2,69.6,5.0
456.6,430.0,52.1,242.2,72.0,64.13
309.9,261.9,62.4,609.5,63.4,30.83
204.2,94.6,49.6,247.7,68.8,9.96
437.7,182.2,68.0,153.3,44.0,67.97
343.9,417.8,50.0,246.9,57.9,18.56
378.5,369.1,60.8,635.1,35.5,28.78
351.7,63.4,68.5,322.9,77.9,55.91
115.7,449.9,64.7,430.4,81.1,19.19
405.2,457.4,65.8,120.2,75.3,47.35
320.9,156.7,80.0,432.9,53.1,29.7
456.1,339.8,44.1,266.7,61.3,76.18
364.9,195.9,54.0,256.3,96.6,28.99
324.3,276.3,66.8,509.0,92.9,23.17
126.2,387.8,69.3,203.9,35.8,20.86
389.1,315.5,55.9,759.4,64.3,26.14
352.5,76.8,54.1,692.6,70.0,33.8
303.8,24.0,78.4,511.4,16.7,62.48
257.1,327.0,64.8,299.6,79.8,12.42
419.3,213.7,52.8,155.2,25.0,52.8
154.2,395.9,61.3,714.7,45.1,5.0
414.2,409.1,37.7,350.1,72.2,48.28
283.2,190.7,61.1,674.3,77.3,10.79
276.8,134.9,63.4,536.4,17.4,11.32
201.0,254.4,72.3,568.8,76.6,10.02
64.8,493.3,35.3,495.4,33.1,27.09
206.4,322.3,33.6,315.2,59.9,6.76
58.4,77.8,73.8,160.0,22.0,41.0
195.3,421.4,56.8,559.1,33.6,5.3
118.6,48.4,53.5,349.5,30.8,26.23
174.4,464.7,49.1,632.0,45.5,10.24
495.2,42.6,56.3,557.0,36.1,111.84
160.4,55.9,34.3,759.6,48.9,32.57
378.8,428.1,30.6,330.5,51.8,57.99
378.9,119.6,62.1,469.0,87.5,47.82
425.3,62.5,35.8,544.6,99.0,76.3
404.9,74.6,72.9,498.3,40.8,59.42
175.5,187.3,40.5,528.1,46.2,14.53
485.1,117.4,70.1,362.6,66.3,92.97
435.4,391.2,42.8,719.6,98.9,58.59
465.2,37.2,39.2,700.9,60.6,104.19
365.2,84.5,52.0,503.9,77.9,44.14
268.5,105.2,59.8,300.5,31.9,14.97
360.1,231.6,55.1,281.0,15.2,32.87
138.7,396.9,72.3,673.6,61.4,11.96
124.4,445.2,48.0,761.0,97.8,16.03
403.7,329.4,75.1,436.8,69.6,49.15
408.3,201.0,50.0,719.2,75.3,51.14
349.5,486.7,47.9,287.6,60.7,36.24
302.5,261.6,50.7,445.4,84.3,10.23
298.2,135.1,37.0,659.7,12.9,29.21
149.4,217.6,33.1,733.3,96.5,20.42
105.2,379.5,48.2,307.3,75.9,18.78
306.9,150.7,63.6,543.7,15.8,21.81
367.0,99.7,72.5,378.2,14.0,35.76
176.0,52.1,70.1,547.1,81.4,26.7
249.9,377.6,61.8,507.0,68.5,13.78
270.2,316.1,42.1,443.3,44.7,19.46
305.7,185.7,52.5,521.9,93.8,14.55
53.0,205.3,75.6,684.9,85.8,33.41
443.8,306.0,31.9,519.2,30.1,78.26
338.9,281.9,51.2,102.9,53.9,22.84
236.3,12.5,56.9,777.2,42.4,84.3
331.8,355.1,51.7,554.4,19.4,22.09
175.8,172.6,62.3,548.8,16.5,17.22
218.0,463.9,49.0,182.5,20.5,5.0
462.9,177.7,44.2,177.4,61.8,77.51
370.2,335.1,66.9,643.5,59.8,43.82
313.4,451.6,60.7,618.3,74.1,12.85
387.4,397.0,79.8,144.7,67.9,55.48
291.6,97.5,41.2,104.2,91.3,27.07
304.4,422.5,36.7,690.2,37.8,25.88
466.8,221.8,35.6,225.5,41.8,83.03
212.6,156.4,31.7,510.0,37.1,18.55
204.5,310.8,76.9,343.3,29.1,19.73
494.4,354.9,32.4,388.1,31.2,96.75
201.0,124.1,39.5,456.0,61.9,16.29
217.9,307.0,52.3,217.7,10.8,5.0
446.0,58.3,30.1,793.0,58.0,91.79
191.4,156.2,63.9,585.0,16.0,14.7
423.9,285.8,57.8,636.7,55.8,48.47
262.7,121.3,61.7,727.3,29.8,18.69
318.3,292.0,56.0,111.2,92.6,11.99
183.1,393.5,48.6,590.3,91.1,5.0
181.4,254.2,33.3,597.9,14.6,8.9
57.6,127.8,79.7,648.8,53.9,33.84
399.4,387.3,70.9,632.1,72.6,48.32
257.2,81.6,64.6,791.1,87.8,24.57
99.7,115.8,60.1,650.1,79.8,20.58
188.0,80.9,54.4,694.8,34.9,16.07
260.2,260.2,54.5,104.7,86.4,15.87
164.4,426.0,55.1,146.3,90.1,5.0
220.9,432.1,34.7,166.2,61.0,14.19
384.2,442.2,62.7,584.6,19.0,33.23
150.6,492.6,59.7,348.1,17.6,9.3
376.9,65.2,39.3,650.7,86.2,59.82
345.7,170.8,54.9,265.0,84.0,23.19
451.4,416.3,38.2,755.5,82.6,80.04
376.9,369.8,53.4,396.3,27.7,32.36
363.3,490.6,74.8,286.2,57.3,37.46
451.3,331.8,57.7,261.2,61.6,76.71
166.3,296.5,70.8,706.8,88.4,14.06
448.8,475.1,31.2,542.4,63.5,68.21
179.7,496.4,48.5,650.9,49.7,5.0
237.3,306.3,58.4,740.0,92.2,5.84
337.7,352.9,38.8,554.9,84.6,21.54
479.7,402.7,47.6,549.9,94.8,94.64
309.7,373.9,75.1,221.4,23.0,29.01
170.3,234.0,67.9,475.2,11.9,15.51
104.7,36.0,42.6,471.8,31.2,45.16
459.7,365.0,61.6,172.4,13.2,79.82
171.4,326.9,59.4,593.8,91.1,5.0
463.4,273.2,77.7,504.6,46.7,81.71
348.4,314.6,44.2,526.2,45.6,34.09
261.6,197.5,45.3,770.5,91.6,17.18
117.4,61.3,71.5,370.4,33.0,38.23
122.1,394.3,59.1,544.4,94.0,12.42
165.0,454.4,57.7,727.7,60.7,5.0
494.2,11.2,47.2,479.0,61.8,169.74
58.2,65.4,63.1,156.6,42.8,37.81
213.9,10.0,62.0,579.8,31.4,108.34
464.2,167.3,36.1,469.7,30.7,80.66
352.4,297.0,75.6,554.1,88.8,30.98
495.3,44.0,42.7,513.8,76.9,116.23
80.2,76.1,52.2,446.8,81.4,20.18
128.6,72.9,77.3,330.5,26.2,30.77
263.8,156.9,30.3,424.5,96.6,11.82
416.8,494.9,51.7,604.7,79.6,43.63
224.3,340.3,71.4,107.0,59.7,10.97
178.9,341.5,70.1,643.1,44.3,6.42
79.8,19.9,43.7,450.5,35.0,70.75
81.8,392.5,71.3,359.5,68.0,24.01
445.9,82.0,70.3,770.7,90.6,76.81
70.0,119.2,51.9,515.4,14.6,21.27
483.1,488.9,69.8,288.1,70.7,91.52
276.9,80.5,55.0,522.0,35.2,17.43
153.0,241.5,58.7,451.1,95.1,5.0
267.9,103.0,58.7,486.7,72.7,12.96
77.1,420.3,75.7,307.1,98.3,35.76
143.8,124.6,40.2,435.8,68.8,17.13
238.8,413.1,69.4,288.6,89.3,10.46
352.1,444.2,30.2,229.7,16.4,27.8
271.6,110.9,60.4,612.2,39.6,9.74
176.7,130.6,47.9,692.5,43.0,7.32
170.3,198.0,68.1,213.0,92.9,13.75
382.0,59.4,74.3,508.4,83.5,56.14
489.7,73.4,59.0,677.6,29.6,98.59
332.2,107.8,57.9,787.9,10.7,29.4
101.3,109.9,78.3,521.7,96.2,22.4
297.5,341.6,58.6,124.8,15.2,7.97
213.9,480.5,79.3,769.1,59.5,14.21
103.0,426.6,52.0,612.2,95.4,5.0
73.1,492.3,55.3,380.4,28.0,17.88
150.5,420.0,75.7,712.8,28.5,9.77
275.7,208.6,64.6,684.6,10.6,17.29
159.7,357.9,37.5,305.3,62.6,5.0
110.4,143.7,63.8,761.4,67.0,12.63
111.0,68.0,71.8,761.3,54.8,26.83
316.1,356.2,32.6,239.9,97.0,15.74
256.0,85.5,68.3,676.9,32.4,26.81
319.2,74.5,45.6,467.7,93.2,35.79
321.8,175.1,50.8,296.1,96.5,27.16
230.0,249.2,44.3,689.3,61.3,5.0
218.9,243.4,37.6,271.9,59.1,17.55
384.5,395.1,37.2,214.7,97.2,47.13
151.0,253.1,41.0,611.4,44.3,8.26
230.2,224.0,32.8,707.2,35.2,13.44
100.7,470.3,39.6,307.0,89.9,20.36
230.8,24.4,41.2,497.8,46.6,61.97
145.7,201.3,34.6,684.0,62.3,11.75
131.8,404.1,38.1,635.0,83.1,14.39
348.4,62.1,67.0,648.1,76.9,40.1
228.8,363.7,54.6,236.3,50.6,5.0
388.7,82.4,68.2,135.9,80.5,48.04
175.3,58.4,71.2,539.4,52.2,24.01
316.3,353.3,76.6,543.9,75.9,19.35
271.6,358.2,30.4,561.4,65.0,19.02
417.1,469.6,41.5,773.6,43.1,54.77
376.3,264.2,78.5,578.2,79.3,48.33
224.7,330.3,59.2,563.5,38.6,12.72
283.5,425.4,77.3,148.1,16.9,24.08
483.9,174.4,53.0,145.8,80.8,81.76
344.1,355.1,76.7,305.6,11.3,33.17
154.0,39.0,60.5,262.4,16.8,27.32
126.8,249.8,74.7,790.9,62.7,23.16
177.1,232.2,53.8,785.3,95.4,5.0
147.5,53.7,60.0,199.8,29.6,24.69
55.9,150.9,36.5,437.3,86.2,39.9
363.7,320.5,78.2,327.3,84.2,43.43
367.0,132.9,67.3,423.8,96.3,46.19
178.1,270.4,58.1,469.6,73.0,5.0
431.5,192.6,50.0,528.7,46.4,70.71
281.3,71.0,62.0,694.3,67.4,27.27
94.9,438.3,32.8,680.9,53.4,21.86
212.9,336.8,39.9,315.7,87.4,16.25
411.3,129.9,45.9,126.4,66.3,53.79
159.4,296.3,45.4,233.2,99.7,5.0
496.7,498.7,52.0,638.6,86.8,89.89
304.5,456.8,39.5,149.4,48.6,22.57
344.7,355.8,48.6,419.8,66.4,18.81
236.0,111.5,37.6,209.9,47.5,18.78
456.2,13.4,55.0,662.4,17.6,139.61
243.9,67.6,69.6,449.4,25.3,14.09
351.7,346.5,77.3,792.9,17.9,38.97
126.3,469.4,64.8,458.0,69.2,5.0
205.2,455.2,75.2,301.0,63.7,10.46
442.8,452.6,31.2,283.5,53.5,70.43
98.5,326.3,66.7,328.2,34.3,21.3
477.5,103.9,59.2,338.1,56.4,92.16
62.0,378.9,45.6,290.9,39.8,17.97
150.5,237.1,39.8,385.2,38.7,7.44
281.7,189.2,51.0,393.1,91.4,13.43
344.0,403.9,32.0,469.6,27.8,33.81
212.4,374.2,41.2,169.5,79.1,16.44
61.2,308.7,78.7,744.7,36.2,39.57
259.0,402.9,77.6,552.3,22.6,13.16
319.3,129.0,73.6,764.3,66.1,35.55
143.1,191.0,39.9,765.8,94.4,20.0
64.7,133.9,60.1,262.4,13.1,27.66
137.8,271.0,44.7,408.0,16.6,12.76
150.0,120.6,69.2,101.0,72.6,10.47
289.6,406.2,45.4,744.4,82.5,8.99
411.9,344.3,52.7,380.4,79.4,55.05
392.5,125.6,34.1,799.7,43.9,54.22
208.6,472.2,73.8,493.6,99.3,14.29
86.7,84.8,38.0,100.4,74.1,27.51
291.1,138.0,36.2,288.2,12.1,20.54
196.5,148.1,34.6,704.8,78.0,11.91
486.0,317.0,52.5,230.1,96.1,81.08
106.3,457.4,49.3,429.9,90.9,10.92
463.0,366.0,57.0,293.8,11.4,67.04
236.7,320.7,78.5,303.3,66.4,27.82
466.8,67.6,66.4,266.1,86.1,93.05
82.6,37.7,76.9,781.1,95.1,55.28
422.8,315.2,47.5,434.2,64.4,55.26
294.4,322.5,51.2,550.9,61.8,19.79
304.2,489.9,66.5,352.2,43.3,17.52
275.2,263.9,46.7,154.5,43.2,12.32
223.5,237.4,60.0,690.4,19.1,5.0
258.0,288.7,72.7,430.9,68.7,20.81
464.1,176.5,61.4,214.9,66.3,74.08
204.1,420.0,78.7,490.0,92.1,10.11
183.4,16.3,48.5,124.2,47.6,68.63
494.6,117.6,69.0,219.0,75.8,96.79
137.1,14.5,56.2,621.4,56.9,71.99
156.7,397.7,43.6,534.8,29.6,16.6
98.7,136.3,78.7,592.4,57.4,26.07
218.9,466.6,49.2,528.0,82.4,6.19
446.2,281.7,66.2,364.1,27.2,65.43
439.7,64.8,36.5,789.1,36.7,73.23
181.2,201.8,70.0,395.1,43.0,14.7
477.8,79.0,76.3,434.9,74.7,93.08
484.2,60.0,52.5,407.3,97.2,99.85
52.6,443.6,44.0,627.8,13.7,22.46
236.1,20.1,79.0,382.3,74.1,50.04
227.1,414.0,69.3,790.0,69.1,11.43
465.8,43.2,49.9,224.2,26.9,103.67
403.4,291.2,49.9,656.0,48.6,42.87
190.0,400.0,34.6,588.2,84.0,13.58
411.8,318.3,57.0,269.6,49.0,48.76
249.2,261.8,40.6,676.0,32.9,20.19
417.4,134.4,46.1,186.4,37.6,57.65
125.9,104.3,47.0,213.9,88.2,26.78
53.1,376.8,54.6,272.7,86.6,26.19
452.6,215.5,47.9,683.5,46.9,70.49
181.7,351.1,57.1,345.4,85.2,5.0
244.5,31.5,57.8,128.9,71.7,42.17
386.2,336.1,64.2,740.9,60.6,41.94
252.2,201.6,39.8,657.3,14.1,17.37
277.2,407.8,38.3,570.2,89.7,18.87
293.3,79.8,56.6,538.2,83.3,26.45
261.7,192.1,37.9,557.0,27.1,24.03
401.8,364.1,64.9,415.4,16.2,51.26
116.2,11.1,68.2,421.8,22.1,101.78
303.7,483.4,31.7,417.1,68.0,21.57
224.1,294.4,54.4,786.6,99.0,10.8
205.8,200.5,37.7,496.0,55.2,18.35
499.6,92.1,63.5,198.4,36.7,105.03
102.8,301.9,43.3,320.1,91.7,20.01
348.6,160.1,54.0,552.8,19.9,23.21
376.1,462.3,47.0,611.0,61.6,30.93
