nozzle_temp_c,print_speed_mm_s,layer_height_mm,cooling_fan_pct,retraction_mm,print_quality
181.5,90.0,0.396,62.7,4.14,0.503
200.2,114.2,0.184,24.8,5.42,0.4316
194.2,80.9,0.184,34.1,2.84,0.7684
187.2,29.0,0.223,11.2,6.11,0.6844
245.1,52.7,0.4,11.7,2.72,0.5552
209.0,93.2,0.145,36.5,5.2,0.6874
219.7,35.3,0.127,46.1,7.86,0.8605
198.1,96.4,0.372,74.4,2.62,0.5641
208.5,49.1,0.354,44.3,6.47,0.8431
214.0,44.7,0.352,34.3,7.6,0.8557
244.7,43.1,0.187,11.0,7.13,0.6541
209.7,93.0,0.374,3.0,0.78,0.5985
197.0,107.9,0.167,50.6,6.38,0.5363
203.4,20.8,0.18,63.2,5.77,0.8188
196.1,73.6,0.346,91.4,3.15,0.7391
184.3,88.8,0.314,54.8,3.22,0.6225
195.6,54.8,0.105,1.7,2.24,0.795
223.8,66.5,0.319,56.4,3.24,0.8373
196.0,94.1,0.178,6.9,2.26,0.6027
195.9,73.4,0.125,24.4,2.03,0.7758
237.2,52.3,0.273,73.7,4.73,0.7795
195.0,30.9,0.319,63.6,7.05,0.7625
224.2,99.1,0.27,37.4,6.72,0.6178
216.3,117.0,0.302,51.9,7.37,0.3721
185.3,88.7,0.227,14.7,6.25,0.5806
186.1,117.3,0.315,20.2,5.62,0.2291
242.2,35.4,0.379,87.5,5.48,0.5951
246.6,65.5,0.308,39.3,1.25,0.6568
220.0,79.1,0.144,58.8,6.49,0.7802
233.0,25.6,0.211,22.6,7.93,0.6957
218.0,84.9,0.143,93.7,5.87,0.7404
237.2,46.7,0.322,95.5,1.67,0.6824
177.2,21.4,0.365,10.7,4.45,0.5442
225.1,41.7,0.22,21.3,7.91,0.7982
187.2,57.7,0.187,16.8,7.05,0.7736
188.9,92.0,0.16,16.0,6.68,0.5638
211.0,95.1,0.181,6.0,4.12,0.6364
247.0,48.5,0.152,35.3,4.84,0.6516
192.3,58.5,0.15,32.0,2.25,0.8368
203.7,23.9,0.351,45.2,7.47,0.7328
188.8,41.7,0.334,40.9,2.02,0.7855
225.8,60.6,0.313,72.8,0.95,0.8111
213.0,85.6,0.318,87.5,5.44,0.6861
209.8,26.8,0.275,83.3,6.65,0.8568
221.6,69.3,0.313,87.1,6.78,0.7765
245.7,107.4,0.152,24.2,2.36,0.3117
184.6,26.4,0.365,55.7,6.93,0.6669
221.5,54.1,0.116,38.2,3.39,0.862
199.5,66.2,0.219,67.3,6.17,0.8543
230.6,94.9,0.317,12.7,2.35,0.5214
197.4,94.5,0.28,59.4,4.12,0.6987
182.2,117.6,0.3,49.4,4.09,0.2717
170.1,105.7,0.272,71.2,3.51,0.327
195.2,88.9,0.113,89.6,6.73,0.6683
171.1,96.3,0.366,51.5,4.46,0.4129
213.3,39.9,0.397,23.1,3.51,0.7777
177.6,60.5,0.159,72.8,4.01,0.7164
238.9,25.6,0.177,68.5,2.69,0.7057
230.0,111.3,0.105,67.7,6.87,0.4534
185.2,67.3,0.398,42.6,1.22,0.739
248.0,87.5,0.27,77.9,6.09,0.4679
204.1,56.3,0.269,45.0,3.79,0.9191
184.5,63.9,0.155,42.6,3.05,0.774
199.8,29.7,0.382,12.7,2.85,0.7144
232.6,118.8,0.252,2.8,1.37,0.216
234.7,110.7,0.374,52.1,1.02,0.3952
227.4,31.1,0.18,38.0,3.61,0.7804
203.3,116.8,0.343,42.8,6.64,0.3557
175.4,102.7,0.1,33.1,1.09,0.3632
207.9,113.6,0.118,62.7,5.3,0.4323
198.4,39.4,0.186,55.9,1.58,0.8468
204.5,82.9,0.15,82.5,5.79,0.7602
228.8,54.2,0.135,85.9,0.89,0.8325
228.6,43.0,0.262,5.7,2.21,0.7445
214.2,83.6,0.236,65.9,1.79,0.8357
246.4,79.8,0.353,9.6,3.63,0.4501
210.5,33.5,0.186,20.5,2.79,0.8824
246.2,45.3,0.364,76.8,2.34,0.6422
231.2,47.9,0.264,70.6,1.2,0.8311
206.5,87.2,0.265,26.2,3.24,0.7106
231.6,105.7,0.355,70.4,3.33,0.4551
210.4,92.7,0.208,56.5,0.91,0.7531
240.1,25.2,0.245,53.7,7.92,0.6775
225.8,118.1,0.115,91.8,5.53,0.3176
212.8,100.6,0.162,48.5,1.79,0.6273
193.1,75.1,0.38,35.5,2.24,0.7543
181.6,105.3,0.179,24.4,7.05,0.4146
170.0,89.1,0.297,50.3,4.78,0.4443
224.2,43.1,0.277,48.9,0.71,0.8912
182.9,28.2,0.286,38.9,5.4,0.7231
208.6,42.1,0.166,94.4,2.08,0.8676
249.8,100.0,0.244,36.7,7.05,0.2924
196.2,27.2,0.259,31.0,4.14,0.7945
171.7,73.0,0.106,23.1,0.63,0.565
211.2,50.3,0.372,64.5,2.76,0.8285
200.2,43.4,0.318,33.2,7.59,0.8438
217.5,117.6,0.246,2.1,1.45,0.3616
229.1,80.9,0.155,37.8,6.5,0.7691
245.7,38.6,0.333,84.0,1.56,0.6491
217.6,36.9,0.137,37.3,1.07,0.9092
239.3,56.9,0.275,64.9,6.87,0.7306
179.0,54.1,0.217,48.4,7.56,0.7409
231.5,55.2,0.245,78.7,7.86,0.7996
247.3,41.0,0.278,37.5,4.52,0.6596
206.4,54.5,0.324,73.3,5.82,0.863
215.9,74.9,0.311,69.1,2.21,0.8344
178.3,39.0,0.172,25.4,7.4,0.7181
232.7,53.9,0.346,25.3,5.43,0.7298
233.6,82.8,0.223,44.3,3.38,0.6964
175.4,101.4,0.22,82.9,5.28,0.4449
198.5,90.3,0.222,42.2,4.92,0.7076
200.9,35.1,0.235,74.8,3.2,0.8682
207.0,119.5,0.272,85.8,4.1,0.3395
172.3,40.6,0.382,92.9,2.5,0.5817
172.0,53.0,0.361,38.8,2.45,0.5872
195.4,65.5,0.266,97.8,5.01,0.8001
245.5,88.9,0.394,82.4,1.52,0.3969
173.2,101.2,0.36,3.1,2.37,0.222
198.4,56.5,0.279,26.4,7.55,0.823
176.2,78.2,0.325,82.9,5.62,0.5451
184.4,58.2,0.272,3.3,7.48,0.6838
203.3,24.5,0.121,49.5,7.07,0.829
244.3,32.3,0.375,16.0,1.8,0.5663
190.3,35.9,0.143,40.7,2.09,0.7955
170.5,76.9,0.351,68.6,5.79,0.4966
196.1,111.7,0.238,54.7,3.85,0.4895
228.5,22.9,0.169,37.6,2.69,0.7431
190.7,58.0,0.297,53.3,3.17,0.8033
229.7,37.1,0.372,15.8,0.97,0.7139
212.4,109.4,0.357,11.5,7.72,0.3571
213.0,70.2,0.108,11.8,2.1,0.8269
248.7,66.5,0.399,10.2,4.73,0.45
237.2,51.9,0.108,40.5,5.55,0.7482
219.1,67.8,0.16,84.6,6.19,0.8341
170.8,41.0,0.334,31.3,6.19,0.6084
247.1,81.8,0.369,64.5,5.83,0.4812
191.9,93.9,0.359,9.3,3.07,0.4797
192.2,27.1,0.364,35.6,4.33,0.7232
186.4,57.3,0.35,44.6,2.84,0.771
188.3,49.8,0.272,21.0,2.38,0.8246
182.6,84.5,0.125,82.2,6.4,0.6389
204.1,101.8,0.177,36.4,5.43,0.5616
227.9,77.4,0.119,1.5,7.53,0.6891
233.4,45.7,0.354,34.7,4.77,0.7087
172.9,21.7,0.175,94.1,7.01,0.5624
176.6,93.1,0.227,29.9,7.05,0.4484
215.4,30.9,0.279,26.4,0.58,0.8284
211.4,51.1,0.102,88.9,4.24,0.8378
229.9,70.6,0.178,36.0,2.85,0.7743
183.5,109.8,0.124,99.3,7.18,0.3399
225.1,82.4,0.246,55.9,1.57,0.8027
231.3,77.2,0.393,97.8,4.7,0.6102
225.1,63.5,0.349,56.2,5.73,0.7901
240.5,68.2,0.22,54.7,2.14,0.7148
175.8,87.4,0.173,71.1,1.1,0.5993
196.5,43.0,0.109,22.4,4.04,0.8199
187.8,31.6,0.329,0.3,6.31,0.6427
195.1,73.1,0.141,0.4,1.13,0.761
245.0,45.9,0.372,21.6,2.62,0.5968
208.8,47.2,0.396,74.3,7.6,0.7906
235.2,109.6,0.331,13.5,4.8,0.2976
222.9,60.0,0.323,42.2,5.84,0.7934
172.5,102.7,0.163,87.8,7.4,0.3912
207.5,93.5,0.293,13.0,3.27,0.6189
213.2,119.7,0.155,38.7,4.83,0.3893
247.6,93.0,0.375,40.3,6.89,0.3587
185.8,31.6,0.194,95.5,5.6,0.798
243.4,94.9,0.161,69.0,1.78,0.5267
203.0,113.7,0.12,2.2,1.33,0.3618
228.3,48.1,0.293,74.7,3.13,0.8189
225.5,109.1,0.349,94.2,1.06,0.4456
176.7,86.2,0.19,25.5,6.61,0.5531
188.9,84.4,0.19,93.2,5.77,0.6657
178.7,74.9,0.31,93.5,2.82,0.6054
174.7,31.6,0.379,49.3,4.47,0.6135
248.1,37.2,0.399,13.5,5.46,0.4828
225.8,58.9,0.329,6.2,7.45,0.6915
193.9,29.8,0.237,8.7,2.2,0.7547
202.7,74.6,0.293,5.5,5.55,0.7112
220.0,53.1,0.296,14.2,1.6,0.804
170.6,93.0,0.171,69.6,3.91,0.4712
211.9,49.9,0.174,41.8,2.78,0.89
218.4,84.3,0.148,98.3,7.78,0.7476
214.1,26.5,0.223,14.3,7.19,0.7405
191.0,22.9,0.36,94.6,5.64,0.6864
192.1,99.9,0.204,73.9,6.7,0.5907
180.9,90.1,0.337,13.3,6.11,0.507
187.1,33.3,0.268,80.4,0.96,0.7966
225.4,23.8,0.17,51.7,2.89,0.8217
232.8,27.5,0.327,18.0,7.14,0.6773
183.8,64.9,0.212,86.9,2.25,0.7981
207.2,41.0,0.252,69.8,4.07,0.8916
244.6,116.0,0.347,81.9,6.48,0.1566
241.2,26.3,0.151,37.8,2.55,0.7094
217.6,46.4,0.278,17.7,5.87,0.8261
221.4,95.6,0.265,58.1,7.34,0.681
173.1,72.7,0.232,75.8,6.65,0.5982
186.9,70.9,0.209,25.9,7.98,0.7362
246.9,34.7,0.191,14.0,2.0,0.644
177.8,118.3,0.168,54.5,5.89,0.2367
198.4,73.2,0.138,56.5,5.8,0.8298
175.9,111.4,0.134,63.6,3.6,0.2915
215.3,79.5,0.283,86.2,6.27,0.7718
206.5,119.7,0.309,14.5,5.77,0.3056
176.2,85.2,0.177,9.5,3.59,0.4878
193.3,37.8,0.251,2.2,7.9,0.7376
183.3,79.5,0.253,34.4,7.36,0.6804
213.3,107.4,0.223,61.3,6.56,0.5044
228.2,50.5,0.104,99.1,4.76,0.7948
248.0,58.0,0.377,62.3,3.61,0.5926
198.8,80.3,0.298,31.7,5.06,0.7741
227.8,115.1,0.212,10.0,1.21,0.3821
204.8,52.9,0.344,3.6,2.48,0.8078
208.6,82.0,0.242,54.8,6.3,0.802
242.6,23.7,0.107,73.7,7.83,0.6391
196.2,100.4,0.145,90.2,6.77,0.593
189.9,103.7,0.276,62.8,3.44,0.5484
203.0,84.3,0.19,17.5,0.75,0.7502
183.3,33.7,0.319,61.7,1.18,0.7247
250.0,41.2,0.255,57.6,6.23,0.6745
249.5,98.0,0.146,1.0,4.8,0.3325
244.5,61.6,0.324,97.0,6.72,0.6455
228.3,87.4,0.196,23.4,6.4,0.6916
181.7,52.2,0.13,84.7,0.59,0.7552
207.2,63.9,0.133,91.7,2.23,0.8463
172.3,35.3,0.179,25.5,6.88,0.6457
232.2,61.1,0.192,50.1,4.05,0.8201
183.3,117.1,0.354,44.8,0.8,0.2514
196.6,22.1,0.19,66.1,3.63,0.8516
176.5,92.4,0.141,88.6,1.54,0.513
227.3,105.7,0.231,4.5,4.92,0.4522
201.9,27.9,0.251,72.7,2.74,0.7941
249.8,112.3,0.167,76.8,5.38,0.236
233.8,70.5,0.233,23.1,4.26,0.6953
171.1,92.8,0.165,8.0,5.09,0.388
196.6,77.7,0.35,29.7,4.72,0.736
238.6,24.5,0.161,27.8,0.51,0.7275
171.8,82.8,0.114,53.9,3.04,0.519
215.5,40.5,0.148,40.6,5.36,0.8084
213.0,78.3,0.373,90.1,3.82,0.7111
240.5,34.4,0.133,33.1,1.49,0.6941
182.9,71.1,0.354,65.8,4.38,0.6678
194.2,82.7,0.158,73.2,1.34,0.8075
246.0,110.7,0.226,67.7,4.01,0.316
175.8,84.6,0.116,66.8,5.49,0.523
239.9,56.9,0.227,79.2,2.1,0.7589
197.2,46.2,0.278,41.2,4.89,0.8972
209.8,112.7,0.228,49.7,6.6,0.4554
176.4,98.0,0.228,7.1,6.1,0.3817
171.7,27.6,0.18,90.5,5.88,0.5476
192.7,55.3,0.156,33.9,3.65,0.8606
189.3,97.6,0.258,35.0,3.39,0.5753
239.8,94.4,0.316,3.9,6.87,0.4575
172.8,79.9,0.265,17.4,3.42,0.5462
205.6,37.2,0.258,9.7,6.98,0.8643
187.8,60.4,0.244,56.8,3.2,0.8822
223.5,90.0,0.22,56.3,6.19,0.7103
210.4,71.9,0.16,13.7,3.22,0.7842
225.0,114.4,0.208,29.4,5.72,0.3634
233.1,96.5,0.249,41.8,5.54,0.5457
244.6,43.1,0.102,68.3,4.72,0.7175
209.0,116.4,0.189,73.7,7.51,0.4348
213.5,59.2,0.298,27.9,6.38,0.8143
188.3,68.6,0.217,9.7,6.56,0.706
189.8,101.3,0.358,3.3,4.35,0.4006
244.9,37.2,0.356,32.4,4.05,0.6743
193.2,107.4,0.36,85.0,3.69,0.4114
229.9,34.5,0.178,78.0,2.14,0.8242
178.6,64.4,0.372,71.9,6.71,0.6357
191.3,61.6,0.24,94.7,6.4,0.7789
214.7,104.3,0.162,41.6,2.77,0.5529
204.0,111.2,0.186,10.7,4.23,0.3886
234.7,42.1,0.24,42.6,7.53,0.7726
248.0,111.1,0.129,76.5,7.94,0.2615
197.2,51.6,0.186,74.8,5.26,0.857
190.6,66.0,0.221,38.2,7.17,0.787
243.6,77.2,0.35,84.5,6.63,0.5308
217.2,32.7,0.237,74.6,5.88,0.8477
211.7,94.4,0.25,68.6,4.65,0.6683
196.5,115.9,0.333,60.4,3.93,0.336
170.6,82.9,0.36,82.5,3.09,0.4982
219.0,116.2,0.223,35.5,5.39,0.4246
177.9,118.7,0.288,79.0,1.56,0.2349
213.4,32.4,0.36,19.5,5.74,0.7482
191.7,105.4,0.298,43.6,6.21,0.4729
246.3,24.9,0.214,44.7,3.75,0.6524
213.1,33.9,0.147,21.6,2.88,0.8376
173.7,60.8,0.32,4.9,1.15,0.5906
208.3,83.3,0.163,67.3,4.17,0.7965
201.7,92.4,0.252,0.9,3.35,0.6234
209.0,80.3,0.233,78.9,7.75,0.7895
203.8,85.9,0.154,84.9,2.89,0.7551
188.5,41.7,0.104,14.1,6.0,0.7741
199.9,98.2,0.164,85.2,2.0,0.632
173.2,50.8,0.353,96.5,1.55,0.6
202.0,80.6,0.377,27.2,6.47,0.721
200.5,119.3,0.33,50.2,1.6,0.2963
221.4,53.5,0.369,27.8,7.57,0.7872
196.6,62.5,0.36,94.7,5.87,0.7469
227.4,75.1,0.215,8.4,4.02,0.7553
186.6,90.3,0.203,52.4,5.78,0.6387
195.0,88.6,0.271,75.8,5.95,0.7384
190.3,94.9,0.334,49.1,5.45,0.5947
197.0,116.4,0.244,7.9,1.33,0.3615
246.7,48.0,0.105,44.7,2.73,0.6798
215.7,103.9,0.33,57.9,4.92,0.5378
180.5,69.7,0.374,11.5,1.47,0.6379
194.4,48.7,0.172,96.2,7.62,0.7967
212.7,49.5,0.306,84.4,6.04,0.8393
178.5,68.3,0.289,85.6,4.02,0.7346
176.4,38.9,0.174,82.8,7.18,0.6585
207.2,89.5,0.272,55.1,3.63,0.7074
242.0,84.5,0.338,33.1,5.9,0.5247
183.0,24.5,0.39,22.1,3.84,0.5643
198.2,113.1,0.144,16.8,2.82,0.4007
236.4,73.6,0.365,0.1,4.18,0.5542
215.2,80.8,0.143,4.4,7.08,0.7181
198.6,65.1,0.321,10.2,6.97,0.7306
188.8,21.9,0.262,25.4,1.98,0.7111
170.5,115.6,0.263,26.8,6.13,0.1611
248.6,81.1,0.181,34.3,1.29,0.5344
179.3,116.7,0.241,21.0,4.37,0.2453
244.5,100.3,0.284,14.9,1.1,0.3924
232.5,40.3,0.148,62.2,7.44,0.8348
219.8,76.4,0.348,3.2,5.37,0.6788
192.5,53.1,0.197,41.2,2.26,0.9084
210.8,46.0,0.136,98.0,4.57,0.8672
207.1,92.1,0.268,13.9,4.39,0.6848
210.4,61.0,0.162,1.5,7.0,0.8079
228.5,32.6,0.201,90.8,7.59,0.7317
242.4,42.0,0.379,53.9,2.14,0.7222
170.7,101.2,0.353,47.5,3.31,0.2785
211.6,109.3,0.362,52.4,1.37,0.4444
180.6,92.3,0.258,83.4,5.45,0.5467
203.7,91.9,0.169,95.7,3.09,0.6464
224.9,82.5,0.322,50.9,5.99,0.6697
232.1,46.6,0.367,68.9,1.89,0.7727
196.3,32.6,0.181,33.6,3.22,0.7809
178.0,103.1,0.218,9.9,2.87,0.3811
229.4,103.3,0.351,60.8,6.77,0.4516
195.9,99.9,0.142,66.6,4.53,0.6005
183.9,44.2,0.386,93.4,7.79,0.6688
200.7,109.1,0.295,65.9,0.52,0.5137
185.1,31.0,0.392,84.7,4.75,0.6635
236.8,31.9,0.108,66.6,5.87,0.7355
242.3,92.2,0.168,68.1,1.63,0.5847
200.9,106.2,0.367,26.8,6.68,0.504
187.0,51.7,0.372,93.8,7.93,0.7486
242.4,81.9,0.294,25.3,3.84,0.5571
182.9,119.9,0.193,39.8,0.85,0.2903
208.1,109.1,0.268,70.8,3.34,0.5128
207.0,96.9,0.162,69.7,3.59,0.663
211.5,41.2,0.193,5.9,3.58,0.8084
233.5,105.6,0.137,48.4,6.91,0.4535
246.1,92.4,0.288,13.8,5.82,0.3649
229.0,48.9,0.363,96.3,1.37,0.7443
243.9,111.4,0.202,68.6,3.32,0.3578
181.6,73.9,0.263,27.0,7.96,0.6479
229.2,54.0,0.275,68.9,5.86,0.787
182.6,46.6,0.313,22.1,1.78,0.7229
210.0,42.2,0.155,56.7,6.2,0.8694
240.2,88.2,0.362,45.8,4.49,0.5837
215.5,58.7,0.309,67.0,3.25,0.8726
200.4,82.3,0.386,24.3,7.71,0.6329
185.2,58.9,0.397,13.8,4.98,0.6377
196.0,89.2,0.144,52.3,2.95,0.6948
243.3,110.8,0.204,7.1,6.21,0.2315
201.9,64.6,0.137,80.2,7.27,0.8234
239.6,41.3,0.396,63.3,3.56,0.678
224.3,64.6,0.268,22.7,5.92,0.8383
217.8,79.1,0.379,14.7,1.57,0.7094
183.8,112.5,0.295,75.6,7.74,0.3341
230.2,78.1,0.208,84.4,6.69,0.7647
203.0,109.9,0.182,10.8,0.74,0.4745
217.6,105.3,0.398,78.2,5.32,0.4301
248.2,32.2,0.384,36.6,5.35,0.5106
209.3,65.8,0.276,41.9,7.2,0.8218
201.8,116.6,0.387,25.7,7.25,0.3015
231.1,29.8,0.281,35.3,1.65,0.7994
181.5,72.4,0.325,90.8,1.12,0.7164
199.2,107.9,0.359,84.8,5.08,0.4953
211.3,85.0,0.321,44.7,0.74,0.7508
232.9,27.9,0.358,36.8,2.96,0.7121
220.0,67.4,0.351,3.3,7.22,0.7179
194.2,74.5,0.349,71.8,6.84,0.6947
208.0,68.7,0.201,52.8,3.5,0.8105
196.3,99.3,0.194,66.5,2.62,0.5659
191.1,99.9,0.152,24.7,5.99,0.573
242.9,99.3,0.133,60.2,7.72,0.4483
230.5,115.4,0.204,46.8,4.34,0.3802
183.7,38.1,0.134,89.0,2.06,0.7619
192.1,23.6,0.295,6.1,6.97,0.6642
241.7,65.2,0.394,30.6,6.75,0.5834
204.2,35.9,0.164,24.5,3.34,0.8237
184.7,100.0,0.154,9.7,5.92,0.4258
243.5,105.5,0.176,86.5,1.23,0.4024
223.8,58.9,0.177,16.1,2.34,0.8176
189.9,90.2,0.103,73.0,2.79,0.6889
245.3,60.6,0.109,43.5,3.29,0.7006
188.2,117.5,0.296,55.9,6.47,0.2541
229.0,110.8,0.168,75.1,6.56,0.4536
226.4,86.1,0.399,30.0,6.96,0.545
229.5,110.0,0.398,14.7,5.84,0.238
174.6,47.0,0.289,72.5,2.78,0.7175
244.4,62.6,0.249,56.8,4.0,0.699
221.5,108.7,0.224,63.6,2.93,0.5871
207.2,79.1,0.12,84.4,7.34,0.7893
197.3,102.8,0.249,48.6,7.32,0.5617
184.9,104.2,0.105,92.6,1.01,0.4801
190.8,104.3,0.253,97.0,2.0,0.4904
183.9,62.0,0.397,52.7,3.08,0.6838
222.1,53.8,0.216,48.1,3.81,0.8954
173.7,29.3,0.25,91.8,5.7,0.5976
233.9,110.7,0.376,75.1,7.02,0.2915
226.9,73.4,0.376,7.7,3.11,0.6582
227.2,92.6,0.284,55.6,0.59,0.7105
170.6,70.9,0.371,2.4,7.28,0.4456
233.5,79.5,0.109,67.2,4.84,0.7053
209.1,84.8,0.189,76.0,3.76,0.7585
192.0,108.9,0.315,10.4,4.43,0.3687
231.9,115.8,0.34,53.1,6.77,0.2871
202.8,91.1,0.313,45.2,3.47,0.6464
181.7,49.0,0.21,5.7,7.82,0.6529
201.1,37.3,0.354,29.6,7.78,0.803
237.8,114.3,0.155,62.3,6.71,0.2926
203.5,79.6,0.361,27.8,5.22,0.691
213.4,87.6,0.342,34.7,1.87,0.6701
242.1,114.1,0.286,13.1,5.36,0.1939
218.3,114.3,0.338,57.0,5.39,0.373
216.2,92.5,0.334,86.0,1.57,0.6195
242.4,80.9,0.377,33.0,6.02,0.5434
175.5,91.3,0.363,47.5,5.86,0.4683
230.0,83.0,0.344,56.6,6.25,0.6334
187.4,36.0,0.144,85.2,7.29,0.8029
206.4,90.0,0.148,25.7,4.94,0.6985
200.5,95.3,0.372,15.5,1.5,0.5606
204.4,90.9,0.274,39.0,2.25,0.7459
177.3,74.4,0.251,46.3,4.48,0.6256
235.6,77.2,0.36,25.5,7.95,0.5479
237.2,107.0,0.264,95.0,5.46,0.3559
171.5,54.0,0.141,27.5,7.96,0.5942
205.8,70.5,0.234,57.9,4.47,0.8657
209.5,72.3,0.253,33.1,3.96,0.8227
249.5,86.6,0.243,65.9,2.45,0.5269
202.0,116.6,0.176,31.4,0.8,0.4071
207.4,111.1,0.314,51.6,5.17,0.4558
213.5,69.9,0.238,73.4,1.1,0.8722
242.4,117.9,0.203,19.1,3.96,0.2225
177.1,37.1,0.102,92.3,5.02,0.6599
214.8,114.3,0.274,82.9,6.52,0.4509
232.0,107.1,0.265,25.8,1.08,0.4771
199.4,105.9,0.104,70.6,3.69,0.4865
218.1,22.9,0.11,27.9,5.28,0.7774
229.9,67.0,0.349,51.2,6.57,0.7121
196.7,50.7,0.205,12.9,7.07,0.878
236.4,112.8,0.334,47.7,3.99,0.3169
170.7,46.6,0.339,99.5,2.92,0.5586
224.1,62.7,0.3,53.5,3.27,0.8661
210.0,73.8,0.172,7.8,4.82,0.7953
226.8,115.7,0.182,19.1,6.31,0.3565
207.3,34.1,0.208,92.2,1.6,0.9006
245.4,54.2,0.163,9.0,7.84,0.6391
235.6,106.2,0.17,19.0,4.22,0.4041
241.1,69.6,0.148,1.2,4.01,0.6449
191.8,105.3,0.229,47.9,7.12,0.5456
174.4,85.2,0.212,30.0,3.54,0.5339
178.7,22.8,0.312,45.9,2.43,0.6141
212.0,75.2,0.158,75.2,5.05,0.8034
240.9,97.8,0.267,20.0,7.54,0.4301
239.2,76.4,0.277,61.7,6.41,0.6549
175.3,107.6,0.213,73.8,1.02,0.3956
176.1,60.3,0.308,77.4,4.9,0.6537
199.7,92.8,0.275,35.6,4.22,0.7048
224.2,117.4,0.236,25.8,6.18,0.3717
248.1,55.6,0.283,40.8,5.14,0.6234
224.7,104.4,0.267,84.6,3.48,0.5099
213.5,77.7,0.225,26.5,5.21,0.8233
191.7,33.3,0.271,4.3,4.43,0.7191
246.0,70.8,0.115,3.8,7.38,0.5151
229.3,41.8,0.155,25.6,7.48,0.7662
199.6,113.2,0.392,9.5,4.47,0.3311
217.0,82.7,0.241,84.6,1.73,0.7466
225.0,43.5,0.138,11.0,0.74,0.8147
210.6,93.8,0.173,39.0,7.95,0.6928
242.5,48.4,0.303,3.9,3.17,0.6706
208.5,96.5,0.139,96.7,3.57,0.5806
236.2,74.4,0.161,96.2,1.67,0.7273
200.1,79.7,0.165,16.7,6.02,0.7928
222.6,112.2,0.191,44.1,3.75,0.4746
248.9,112.7,0.198,54.7,5.53,0.1829
197.6,22.7,0.126,61.2,6.53,0.7429
184.2,80.5,0.382,10.0,3.67,0.5542
224.3,33.8,0.218,39.2,0.84,0.8755
180.9,49.2,0.373,95.2,5.01,0.6775
248.8,48.6,0.204,90.7,4.04,0.6198
180.7,112.4,0.284,21.0,5.89,0.2771
195.4,77.6,0.249,88.2,0.84,0.7864
239.5,98.3,0.289,68.2,1.84,0.4614
171.0,27.3,0.234,15.5,3.55,0.5552
244.5,115.3,0.164,5.6,4.68,0.1911
174.7,28.2,0.255,57.8,7.28,0.6292
180.5,52.8,0.337,94.5,4.16,0.6526
216.2,99.2,0.317,77.0,4.47,0.584
225.3,38.8,0.233,30.4,1.61,0.8547
235.7,88.5,0.328,69.9,1.5,0.6144
213.5,116.6,0.211,14.6,2.45,0.3945
228.1,38.3,0.35,85.8,4.62,0.7628
228.9,76.4,0.332,63.3,5.5,0.747
226.6,43.5,0.347,2.0,3.15,0.7559
239.1,37.0,0.295,47.0,3.39,0.6952
189.3,101.7,0.364,23.3,3.14,0.4312
248.0,86.2,0.27,79.7,6.26,0.5626
234.6,115.7,0.171,37.0,1.08,0.3622
248.6,107.4,0.379,47.8,1.71,0.2387
230.2,37.0,0.211,68.5,6.84,0.811
195.2,47.9,0.2,56.8,1.49,0.9381
182.4,23.2,0.213,12.8,5.42,0.6791
170.4,114.2,0.317,37.7,7.34,0.183
178.2,61.6,0.282,48.2,1.4,0.7474
177.0,119.1,0.17,64.4,1.16,0.2507
220.4,101.5,0.152,5.2,2.47,0.5482
184.4,70.2,0.298,8.8,6.18,0.68
176.1,34.8,0.375,26.2,0.73,0.5942
230.6,59.7,0.221,62.8,7.95,0.8138
194.9,115.6,0.113,39.1,3.82,0.4119
179.8,82.2,0.304,3.6,6.39,0.528
177.9,74.0,0.294,94.8,7.28,0.6038
214.0,119.0,0.163,49.7,5.16,0.3191
202.2,67.4,0.148,55.5,4.13,0.8642
204.4,79.5,0.354,91.1,6.14,0.7258
220.4,38.7,0.243,33.4,6.77,0.8679
175.8,67.2,0.132,62.9,7.78,0.6627
203.6,57.7,0.316,15.7,4.23,0.8335
209.6,91.3,0.331,90.6,1.04,0.7239
211.9,77.6,0.207,86.5,1.79,0.8278
214.0,89.4,0.385,74.4,1.97,0.6272
241.3,33.6,0.266,46.5,4.61,0.6806
245.7,93.1,0.159,60.3,6.3,0.4833
212.4,45.1,0.287,34.3,2.14,0.9023
231.2,45.2,0.292,83.5,2.8,0.8459
172.8,92.6,0.255,60.3,5.61,0.4109
225.2,82.9,0.336,28.2,2.08,0.6745
215.3,87.2,0.291,59.6,2.27,0.7739
246.7,50.0,0.377,27.9,4.58,0.5805
188.5,49.5,0.242,48.6,2.6,0.8721
223.3,56.2,0.197,40.9,6.47,0.849
229.5,34.4,0.103,46.7,5.54,0.785
187.2,77.3,0.316,84.7,3.97,0.6925
213.0,55.6,0.29,71.8,3.06,0.9079
197.1,87.4,0.329,97.8,7.43,0.6852
201.4,70.0,0.278,88.8,2.17,0.886
182.9,77.8,0.139,94.8,6.71,0.6931
202.5,55.1,0.246,84.1,4.2,0.8722
204.0,92.9,0.341,25.7,7.63,0.6408
174.4,35.9,0.194,83.3,4.63,0.5946
192.6,20.7,0.261,91.2,6.48,0.7303
171.5,38.8,0.39,21.8,3.2,0.5581
191.3,68.6,0.224,17.5,1.08,0.7906
228.5,64.0,0.362,11.0,7.91,0.6689
178.8,62.4,0.256,16.0,6.79,0.6565
